id,titre,categorie,output_kind,source
outil-traceabilite-produits-agricoles-certifications,Outil de traçabilité des produits agricoles & certifications,SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-traceabilite-transparence-chaine-logistique,Outil de traçabilité & transparence chaîne logistique,SUPPLY CHAIN & ACHATS,analysis,heuristique
outil-transition-numerique-tpe-pme,Outil de transition numérique TPE/PME,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
outil-traçabilité-supply-chain-responsable,Outil de traçabilité & supply chain responsable,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
outils-de-cartographie-des-acteurs-et-reseaux-d-influence,Outil de cartographie des acteurs & réseaux d'influence,INTELLIGENCE ÉCONOMIQUE & VEILLE,table,heuristique
parcours-de-montee-en-competences-individualise,Parcours de montée en compétences individualisé,RH & CAPITAL HUMAIN,analysis,heuristique
people-analytics-rh-data-driven,People analytics & RH data-driven,REPORTING & ANALYTICS DASHBOARD,table,heuristique
performance-analytics-tool,Analytics de la performance des produits/services,REPORTING & ANALYTICS DASHBOARD,table,heuristique
performance-financiere-analytics,Analytics de la performance financière,REPORTING & ANALYTICS DASHBOARD,table,heuristique
performance-marketing-roi-analytics,Analytics de la performance marketing (ROI),REPORTING & ANALYTICS DASHBOARD,table,heuristique
performance-network-distribution-reporting,Reporting de la performance du réseau de distribution,REPORTING & ANALYTICS DASHBOARD,table,heuristique
persona-et-profil-client-ideal,Persona & profil client idéal (ICP & Buyer Persona),MARKETING & COMMERCIAL,profile,heuristique
pitch-deck-financier-pour-investisseurs,Pitch deck financier pour investisseurs,FINANCE & GESTION,document,heuristique
plan-accreditation-certification-internationale,Plan d'accréditation & certification internationale,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-action-gouvernemental-suivi-reformes,Plan d'action gouvernemental & suivi des réformes,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-audit-interne-qualite,Plan d'audit interne qualité,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-benchmarking-qualite-sectoriel,Plan de benchmarking qualité sectoriel,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-certification-renouvellement-certifications,Plan de certification & renouvellement des certifications,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-communication-appels-projets,Plan de communication pour les appels à projets,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-changement-organisationnel,Plan de communication du changement organisationnel,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-crise-dark-site,Plan de communication de crise & dark site,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-evenementiel,Plan de communication événementiel,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-financiere-relations-investisseurs,Plan de communication financière & relations investisseurs,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-interne-annuel,Plan de communication interne annuel,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-levée-fonds,Plan de communication pour levée de fonds,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-odds-impact-societal,Plan de communication pour les ODD & impact sociétal,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-rh-employer-branding,Plan de communication RH & employer branding,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-communication-rse-impact,Plan de communication RSE & impact,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-cybersecurite-pme-protection-basique,Plan de cybersécurité PME & protection basique,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-d-acces-au-financement-bad-bceao-beac-fonds-africains,"Plan d'accès au financement BAD, BCEAO, BEAC, Fonds africains",FINANCE & GESTION,document,heuristique
plan-d-acces-universel-aux-services-et-inclusion,Plan d'accès universel aux services & inclusion,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-d-accessibilite-numerique-rgaa-wcag,Plan d'accessibilité numérique (RGAA/WCAG),TRANSFORMATION DIGITALE & IA,document,heuristique
plan-d-acquisition-et-generation-de-leads,Plan d'acquisition & génération de leads,MARKETING & COMMERCIAL,document,heuristique
plan-d-action-rse-annuel-priorites,Plan d'action RSE annuel & priorités,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-d-adoption-de-l-ia-en-entreprise,Plan d'adoption de l'IA en entreprise (AI Strategy),TRANSFORMATION DIGITALE & IA,document,heuristique
plan-d-affaires-agricole-etude-de-faisabilite,Plan d'affaires agricole & étude de faisabilité,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-d-affaires-cooperative-ess,Plan d'affaires pour coopérative & ESS,FINANCE & GESTION,document,heuristique
plan-d-amelioration-de-la-performance-pip,Plan d'amélioration de la performance (PIP),RH & CAPITAL HUMAIN,document,heuristique
plan-d-assurance-qualite-projet,Plan d'assurance qualité projet (QA/QC),GESTION DE PROJETS & PMO,document,heuristique
plan-d-email-marketing-automation,Plan d'email marketing & automation,MARKETING & COMMERCIAL,document,heuristique
plan-d-engagement-des-parties-prenantes,Plan d'engagement des parties prenantes,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-damelioration-continue-kaizen-lean,Plan d'amélioration continue (Kaizen & Lean),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-de-cession-et-exit-strategy,Plan de cession & exit strategy,STRATÉGIE & MANAGEMENT,document,heuristique
plan-de-cloture-et-retex,Plan de clôture & RETEX (retour d'expérience),GESTION DE PROJETS & PMO,document,heuristique
plan-de-co-marketing-et-co-branding,Plan de co-marketing & co-branding,MARKETING & COMMERCIAL,document,heuristique
plan-de-collecte-de-fonds,Plan de collecte de fonds & fundraising,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-communication-360-integre,Plan de communication 360° intégré,MARKETING & COMMERCIAL,document,heuristique
plan-de-communication-multilingue,Plan de communication multilingue (20 langues),MARKETING & COMMERCIAL,document,heuristique
plan-de-communication-produit-lancement,Plan de communication produit & lancement,COMMUNICATION & RELATIONS EXTÉRIEURES,document,heuristique
plan-de-continuit-fournisseur-backup-sourcing,Plan de continuité fournisseur & backup sourcing,SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-continuité-d-activité-pca-bcp,Plan de continuité d'activité (PCA/BCP),GESTION DES RISQUES,document,heuristique
plan-de-continuité-des-opérations-projet,Plan de continuité des opérations projet,GESTION DE PROJETS & PMO,document,heuristique
plan-de-croissance-externe-et-integration,Plan de croissance externe (M&A) & intégration,STRATÉGIE & MANAGEMENT,document,heuristique
plan-de-croissance-startup-et-metriques-north-star,Plan de croissance startup & métriques north star,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-cross-fonctionnalite-et-mobilité-interne,Plan de cross-fonctionnalité & mobilité interne,RH & CAPITAL HUMAIN,document,heuristique
plan-de-decarbonation-de-la-supply-chain,Plan de décarbonation de la supply chain,SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-deploiement-et-mise-en-production,Plan de déploiement & mise en production,GESTION DE PROJETS & PMO,document,heuristique
plan-de-developpement-commercial-growth-hacking,Plan de développement commercial & growth hacking,MARKETING & COMMERCIAL,document,heuristique
plan-de-developpement-d-une-franchise,Plan de développement d'une franchise,STRATÉGIE & MANAGEMENT,document,heuristique
plan-de-developpement-d-une-plateforme-saas,Plan de développement d'une plateforme SaaS,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-developpement-de-l-offre-de-soins,Plan de développement de l'offre de soins,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-developpement-de-produits-dassurance,Plan de développement de produits d'assurance,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-developpement-du-leadership-feminin,Plan de développement du leadership féminin,RH & CAPITAL HUMAIN,document,heuristique
plan-de-developpement-individuel-idp,Plan de développement individuel (PDI/IDP),RH & CAPITAL HUMAIN,document,heuristique
plan-de-developpement-institutionnel,Plan de développement institutionnel (PDI),OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-developpement-personnel-apprenant-ilp,Plan de développement personnel apprenant (ILP),PROFILS APPRENANTS & PÉDAGOGIE,document,heuristique
plan-de-developpement-plateforme-paiement-mobile,Plan de développement d'une plateforme de paiement mobile,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-developpement-touristique-territorial,Plan de développement touristique territorial,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-diffusion-de-l-innovation,Plan de diffusion de l'innovation (Rogers),INNOVATION & R&D,document,heuristique
plan-de-fidelisation-des-clients-institutionnels,Plan de fidélisation des clients institutionnels,MARKETING & COMMERCIAL,document,heuristique
plan-de-financement-d-energie-renouvelable-ppa,Plan de financement d'énergie renouvelable (PPA),FINANCE & GESTION,document,heuristique
plan-de-financement-et-structuration-du-capital,Plan de financement & structuration du capital,FINANCE & GESTION,document,heuristique
plan-de-financement-import-export-trade-finance,Plan de financement import-export & trade finance,FINANCE & GESTION,document,heuristique
plan-de-formation-upskilling-numerique,Plan de formation & upskilling numérique,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-gestion-de-crise-communication,Plan de gestion de crise communication,MARKETING & COMMERCIAL,document,heuristique
plan-de-gestion-de-la-biodiversite-et-capital-naturel,Plan de gestion de la biodiversité & capital naturel,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-gestion-de-la-diversite-generationnelle,Plan de gestion de la diversité générationnelle,RH & CAPITAL HUMAIN,document,heuristique
plan-de-gestion-de-la-donnee-client,Plan de gestion de la donnée client (CDP & CRM),TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-gestion-de-projet-infrastructure-publique,Plan de gestion de projet infrastructure publique,GESTION DE PROJETS & PMO,document,heuristique
plan-de-gestion-des-approvisionnements,Plan de gestion des approvisionnements,SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-gestion-des-conflits-et-mediation,Plan de gestion des conflits & médiation,RH & CAPITAL HUMAIN,document,heuristique
plan-de-gestion-des-dechets-et-economie-des-materiales,Plan de gestion des déchets & économie des matières,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-gestion-des-intrants-et-des-ressources-agricoles,Plan de gestion des intrants & des ressources agricoles,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-gestion-des-projets-de-developpement-territorial,Plan de gestion des projets de développement territorial,GESTION DE PROJETS & PMO,document,heuristique
plan-de-gestion-des-ressources-et-capacite,Plan de gestion des ressources & capacité,GESTION DE PROJETS & PMO,document,heuristique
plan-de-gestion-des-risques-de-liquidite-pme,Plan de gestion des risques de liquidité PME,FINANCE & GESTION,document,heuristique
plan-de-gestion-des-risques-de-liquidite,Plan de gestion des risques de liquidité,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-risques-de-projet-de-construction,Plan de gestion des risques de projet de construction,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-risques-de-securite-alimentaire,Plan de gestion des risques de sécurité alimentaire,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-risques-esg-dans-la-supply-chain,Plan de gestion des risques ESG dans la supply chain,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-gestion-des-risques-financiers-et-marche,Plan de gestion des risques financiers & marché,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-risques-liés-aux-données,Plan de gestion des risques liés aux données,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-risques-sanitaires-et-pandemiques,Plan de gestion des risques sanitaires & pandémiques,GESTION DES RISQUES,document,heuristique
plan-de-gestion-des-talents-en-afrique-et-pays-emergents,Plan de gestion des talents en Afrique & pays émergents,RH & CAPITAL HUMAIN,document,heuristique
plan-de-gestion-du-cash-et-du-bfr,Plan de gestion du cash & du BFR,FINANCE & GESTION,document,heuristique
plan-de-gestion-du-changement-digital,Plan de gestion du changement digital,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-gestion-et-communication-de-crise,Plan de gestion & communication de crise,GESTION DES RISQUES,document,heuristique
plan-de-gestion-financiere-d-une-ong-et-rapport-bailleurs,Plan de gestion financière d'une ONG & rapport bailleurs,FINANCE & GESTION,document,heuristique
plan-de-gestion-integree-des-ressources-en-eau,Plan de gestion intégrée des ressources en eau,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-gestion-qualite-donnees,Plan de gestion de la qualité des données (Data Quality),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-de-gestion-qualite-fournisseurs,Plan de gestion de la qualité fournisseurs,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-de-lancement-de-produit-service-gtm,Plan de lancement de produit/service (GTM),MARKETING & COMMERCIAL,document,heuristique
plan-de-maintenance-preventive-des-vehicules,Plan de maintenance préventive des véhicules,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-marketing-b2g-entreprise-vers-gouvernement,Plan de marketing B2G (entreprise vers gouvernement),MARKETING & COMMERCIAL,document,heuristique
plan-de-marketing-touristique-digital,Plan de marketing touristique digital,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-materiatisation-et-digitalisation-des-processus,Plan de dématérialisation & digitalisation des processus,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-mise-en-conformite-bale-iii-iv,Plan de mise en conformité Bâle III/IV,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-partenariat-startup-corporate-venturing,Plan de partenariat startup & corporate venturing,INNOVATION & R&D,document,heuristique
plan-de-pilotage-des-projets-rse-et-impact,Plan de pilotage des projets RSE & impact,GESTION DE PROJETS & PMO,document,heuristique
plan-de-prevention-des-risques-ppsr,Plan de prévention des risques (PPSR),OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-projet-btp,"Plan de projet BTP (budget, délais, qualité)",OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-projet-detaille-wbs-gantt-interactif,Plan de projet détaillé (WBS & Gantt interactif),GESTION DE PROJETS & PMO,document,heuristique
plan-de-protection-des-droits-des-peuples-autochtones,Plan de protection des droits des peuples autochtones,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-reduction-des-delais,Plan de réduction des délais (Lead Time reduction),SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-reforme-administrative,Plan de réforme administrative,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-remediation-et-soutien-pedagogique,Plan de remédiation & soutien pédagogique,PROFILS APPRENANTS & PÉDAGOGIE,document,heuristique
plan-de-renforcement-des-capacites-institutionnelles,Plan de renforcement des capacités institutionnelles,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-reprise-d-activite-pra-drp,Plan de reprise d'activité (PRA/DRP),GESTION DES RISQUES,document,heuristique
plan-de-resilience-climatique-et-adaptation,Plan de résilience climatique & adaptation (TCFD/TNFD),RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-de-restructuration-et-accompagnement-pse,Plan de restructuration & accompagnement PSE,RH & CAPITAL HUMAIN,document,heuristique
plan-de-restructuration-et-redressement-financier,Plan de restructuration & redressement financier,FINANCE & GESTION,document,heuristique
plan-de-résilience-organisationnelle-rh,Plan de résilience organisationnelle RH,RH & CAPITAL HUMAIN,document,heuristique
plan-de-sante-communautaire,Plan de santé communautaire,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-sourcing-international-multi-sourcing,Plan de sourcing international & multi-sourcing,SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-souverainete-numerique-et-des-donnees,Plan de souveraineté numérique & des données,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-succesion-et-gestion-des-hauts-potentiels,Plan de succession & gestion des hauts potentiels,RH & CAPITAL HUMAIN,document,heuristique
plan-de-suivi-et-evaluation-de-projet,Plan de suivi & évaluation de projet (S&E),ÉTUDES DE PROJETS & FAISABILITÉ,document,heuristique
plan-de-trade-marketing-merchandising,Plan de trade marketing & merchandising,MARKETING & COMMERCIAL,document,heuristique
plan-de-transfert-technologique-valorisation,Plan de transfert technologique & valorisation,INNOVATION & R&D,document,heuristique
plan-de-transformation-culturelle,Plan de transformation culturelle,RH & CAPITAL HUMAIN,document,heuristique
plan-de-transformation-numerique-des-pme-africaines,Plan de transformation numérique des PME africaines,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-de-transformation-organisationnelle,Plan de transformation organisationnelle,STRATÉGIE & MANAGEMENT,document,heuristique
plan-de-transition-energetique-organisationnel,Plan de transition énergétique organisationnel,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-de-transport-logistique-optimise,Plan de transport & logistique optimisé,SUPPLY CHAIN & ACHATS,document,heuristique
plan-de-valorisation-des-resultats-dun-projet,Plan de valorisation des résultats d'un projet,ÉTUDES DE PROJETS & FAISABILITÉ,document,heuristique
plan-decarbonation-et-trajectoire-sbti,Plan de décarbonation & trajectoire SBTi,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-decentralisation-gouvernance-locale,Plan de décentralisation & gouvernance locale,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-deploiement-bonnes-pratiques,Plan de déploiement des bonnes pratiques,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-deploiement-de-l-ia-generative-en-innovation,Plan de déploiement de l'IA générative en innovation,INNOVATION & R&D,document,heuristique
plan-deploiement-de-projet-a-l-international,Plan de déploiement de projet à l'international,GESTION DE PROJETS & PMO,document,heuristique
plan-deploiement-saas-go-to-market-tech,Plan de déploiement SaaS & go-to-market tech,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-deploiement-solutions-off-grid-low-tech,Plan de déploiement de solutions off-grid & low-tech,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-deployement-erp-sirh-integre,Plan de déploiement ERP & SIRH intégré,TRANSFORMATION DIGITALE & IA,document,heuristique
plan-developpement-chaine-logistique-africaine,Plan de développement d'une chaîne logistique africaine,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-developpement-cooperative-agricole,Plan de développement d'une coopérative agricole,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-developpement-ecosysteme-entrepreneurial-local,Plan de développement d'un écosystème entrepreneurial local,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-developpement-international-export,Plan de développement international & export,STRATÉGIE & MANAGEMENT,document,heuristique
plan-developpement-mini-reseau-solaire,Plan de développement d'un mini-réseau solaire,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-digitalisation-supply-chain,Plan de digitalisation de la supply chain,SUPPLY CHAIN & ACHATS,document,heuristique
plan-education-inclusive-besoins-speciaux,Plan d'éducation inclusive & besoins spéciaux,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-eies,Plan EIES (Étude d'Impact Environnemental et Social),OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-et-processus-d-onboarding-digital-30-60-90-jours,Plan & processus d'onboarding digital 30-60-90 jours,RH & CAPITAL HUMAIN,document,heuristique
plan-financement-etablissement-enseignement,Plan de financement d'établissement d'enseignement,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-financier-projet-impact-social,Plan financier pour projet à impact social,FINANCE & GESTION,document,heuristique
plan-formation-montee-compétences-équipe-projet,Plan de formation & montée en compétences équipe projet,GESTION DE PROJETS & PMO,document,heuristique
plan-formation-sensibilisation-qualite,Plan de formation & sensibilisation qualité,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-formation-sensibilisation-rse,Plan de formation & sensibilisation RSE,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-gestion-chaine-froid,Plan de gestion de la chaîne du froid,SUPPLY CHAIN & ACHATS,document,heuristique
plan-gestion-chaine-valeur-agricole,Plan de gestion de la chaîne de valeur agricole,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-gestion-hospitaliere-efficience-clinique,Plan de gestion hospitalière & efficience clinique,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-gestion-qualite-innovation,Plan de gestion de la qualité dans l'innovation,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-gestion-retours-flux-inverses,Plan de gestion des retours & flux inverses,SUPPLY CHAIN & ACHATS,document,heuristique
plan-gestion-stocks-medicaments-consommables,Plan de gestion des stocks de médicaments & consommables,SUPPLY CHAIN & ACHATS,document,heuristique
plan-internationalisation-pme-africaine,Plan d'internationalisation PME africaine,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-lancement-marches-emergents-africains,Plan de lancement sur marchés émergents africains,MARKETING & COMMERCIAL,document,heuristique
plan-maintenance-totale-tpm,Plan de maintenance totale (TPM),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-management-qualite-services-publics,Plan de management de la qualité dans les services publics,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-marketing-annuel-multicanal,Plan marketing annuel & multicanal,MARKETING & COMMERCIAL,document,heuristique
plan-mise-en-place-smq-iso-9001,Plan de mise en place d'un SMQ (ISO 9001),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-open-innovation-partenariats-rd,Plan d'open innovation & partenariats R&D,INNOVATION & R&D,document,heuristique
plan-pedagogique-institutionnel-structur,Plan pédagogique institutionnel structuré,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-portefeuille-investissement-allocation-actifs,Plan de portefeuille d'investissement & allocation d'actifs,OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
plan-rd-feuille-de-route-technologique,Plan de R&D & feuille de route technologique,INNOVATION & R&D,document,heuristique
plan-reduction-couts-achats,Plan de réduction des coûts achats,SUPPLY CHAIN & ACHATS,document,heuristique
plan-reduction-delais-time-to-market,Plan de réduction des délais (Time to Market),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-reduction-emissions-ges-neutralite-carbone,Plan de réduction des émissions GES & neutralité carbone,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
plan-reduction-gaspillages-lean-5s,Plan de réduction des gaspillages (Lean/5S),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,document,heuristique
plan-strategique-developpement-territorial,Plan stratégique de développement territorial,STRATÉGIE & MANAGEMENT,document,heuristique
plan-strategique,Plan stratégique à 3-5-10 ans,STRATÉGIE & MANAGEMENT,document,heuristique
plan-test-validation-recette,"Plan de test, validation & recette",GESTION DE PROJETS & PMO,document,heuristique
plan-transition-ecologique-bas-carbone,Plan de transition écologique & bas-carbone,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
politique-dachats-responsables-et-criteres-rse-fournisseurs,Politique d'achats responsables & critères RSE fournisseurs,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
politique-dei,"Politique de diversité, équité & inclusion (DEI)",RH & CAPITAL HUMAIN,document,heuristique
portfolio-de-compétences-numérique-et-open-badge,Portfolio de compétences numérique & open badge,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
pricing-dynamique-revenue-management,Stratégie de pricing dynamique & revenue management,MARKETING & COMMERCIAL,analysis,heuristique
prise-de-risque-calculée,Profil de la prise de risque calculée,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
processus-de-gestion-des-departs-offboarding,Processus de gestion des départs & offboarding,RH & CAPITAL HUMAIN,analysis,heuristique
processus-de-mediation-et-gestion-des-contentieux,Processus de médiation & gestion des contentieux,RH & CAPITAL HUMAIN,analysis,heuristique
profil-analytique-data-driven-mindset,Profil analytique & data-driven mindset,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-apprenant-adulte,Profil de l'apprenant adulte (andragogie — Knowles),PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
profil-apprenant-formation-duale,Profil de l'apprenant en formation duale (alternance),PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
profil-apprenant-handicap,Profil apprenant en situation de handicap,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
profil-apprenant-numerique,Profil de l'apprenant numérique,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
profil-coach-developpeur-equipe,Profil de coach & développeur d'équipe,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-createur-intrapreneuriat,Profil créateur & intrapreneuriat,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-de-carriere-orientation-professionnelle,Profil de carrière & orientation professionnelle,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-de-gestion-du-changement-et-transformation,Profil de gestion du changement & transformation,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-de-l-intelligence-interculturelle,Profil de l'intelligence interculturelle,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-de-mentor-transmission-des-savoirs,Profil de mentor & transmission des savoirs,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-de-performance-sous-pression,Profil de performance sous pression,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-des-barrieres-et-freins-a-l-apprentissage,Profil des barrières & freins à l'apprentissage,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
profil-entrepreneurial-capacite-a-innover,Profil entrepreneurial & capacité à innover,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
profil-negociateur-et-influence,Profil négociateur & influence,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
programme-5s-organisation-espaces-travail,Programme 5S & organisation des espaces de travail,QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
programme-d-entrepreneuriat-social-intrapreneuriat-rse,Programme d'entrepreneuriat social & intrapreneuriat RSE,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
programme-d-intrapreneuriat-ventures-internes,Programme d'intrapreneuriat & ventures internes,INNOVATION & R&D,analysis,heuristique
programme-de-bien-etre-et-prevention-sante-globale,Programme de bien-être & prévention santé globale,RH & CAPITAL HUMAIN,analysis,heuristique
programme-de-fidelite-et-ambassadeurs,Programme de fidélité & ambassadeurs,MARKETING & COMMERCIAL,analysis,heuristique
programme-de-leadership-development,Programme de leadership development,RH & CAPITAL HUMAIN,analysis,heuristique
programme-de-mentorat-et-coaching-interne,Programme de mentorat & coaching interne,RH & CAPITAL HUMAIN,analysis,heuristique
programme-de-micro-certification-et-badging,Programme de micro-certification & badging,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
programme-de-reconnaissance-et-recompense,Programme de reconnaissance & récompense,RH & CAPITAL HUMAIN,analysis,heuristique
programme-de-reverse-mentoring,Programme de reverse mentoring,RH & CAPITAL HUMAIN,analysis,heuristique
programme-de-volontariat-et-engagement-collaborateurs,Programme de volontariat & engagement collaborateurs,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
programme-qvt-qvct-structure,Programme QVT/QVCT structuré,RH & CAPITAL HUMAIN,analysis,heuristique
prospection-pipeline-crm-commercial,"Prospection, pipeline & CRM commercial",MARKETING & COMMERCIAL,analysis,heuristique
rapport-activite-bailleurs-fonds,"Rapport d'activité pour bailleurs de fonds (USAID, UE, BAD...)",OUTILS SECTORIELS SPÉCIALISÉS,document,heuristique
rapport-d-activite-annuelle-automatise,Rapport d'activité annuel automatisé,REPORTING & ANALYTICS DASHBOARD,document,heuristique
rapport-d-audit-financier-interne-configuration,Template de rapport d'audit financier interne,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
